-4.2711000e-001	 -4.5887000e-001	 -2.3525000e-001	  1.1849000e-001	 -2.0632000e-001	 -2.7183000e-001	 -7.1013000e-001	  5.1291000e-001	 -6.0181000e-001	 -1.1146000e-001	  1.4929000e-001	  3.5375000e-001	  2.0000000e+000	
 -1.6670000e+000	 -1.0049000e+000	 -8.9985000e-002	 -5.4556000e-001	  6.3478000e-001	 -8.4512000e-001	 -1.6510000e+000	  4.3848000e-001	 -1.5217000e-001	  8.0638000e-002	 -3.2242000e-002	  1.4178000e-001	  1.0000000e+000	
  2.8511000e-001	  3.3513000e-001	 -6.3525000e-002	 -3.0297000e-001	 -8.5579000e-002	  2.1858000e-001	  2.8942000e-001	  2.5130000e-002	  3.9539000e-001	  2.2997000e-001	 -1.6726000e-001	 -2.3671000e-001	  1.0000000e+000	
  4.9777000e-001	 -1.8688000e-001	  1.7420000e-001	 -2.6179000e-001	  5.6263000e-001	 -3.2682000e-001	  5.8529000e-001	 -4.6772000e-001	 -1.5347000e-001	  1.6883000e-001	 -1.2842000e-001	  2.1727000e-001	  1.0000000e+000	
 -2.8839000e-001	  1.5463000e-001	  7.3964000e-001	  2.3138000e-001	  9.1331000e-001	  8.3101000e-002	 -9.3932000e-002	  2.6179000e-001	  1.6296000e-001	  3.8338000e-001	 -2.7291000e-001	  6.0598000e-002	  2.0000000e+000	
 -3.9808000e-001	  1.6055000e-001	  1.0000000e+000	  6.3696000e-001	  9.6583000e-001	  2.7422000e-001	 -4.2293000e-001	  1.3190000e-001	  3.4348000e-001	  5.5806000e-002	 -5.0002000e-002	 -1.9122000e-001	  1.0000000e+000	
  4.5178000e-001	  3.4555000e-001	 -1.9567000e-001	  1.9613000e-001	 -5.6848000e-001	  3.0438000e-001	  4.5634000e-001	  2.4498000e-001	  9.3069000e-001	  1.0000000e+000	 -8.8277000e-001	  1.9237000e-002	  1.0000000e+000	
  7.0490000e-001	 -5.3060000e-001	 -8.4001000e-002	 -3.6863000e-001	  4.9063000e-001	 -6.7493000e-001	  6.3424000e-001	 -1.6896000e-001	  1.2623000e-001	  2.2158000e-001	 -2.1397000e-001	  9.2718000e-002	  1.0000000e+000	
  5.7925000e-002	 -2.3926000e-001	  1.0415000e-001	 -1.8956000e-002	  4.3645000e-001	 -3.5041000e-001	  2.7003000e-001	 -3.0977000e-001	  4.6696000e-001	  6.7257000e-001	 -6.2995000e-001	  2.5866000e-001	  2.0000000e+000	
 -1.0440000e+000	  1.1272000e-001	  7.1678000e-002	  3.5082000e-001	 -9.9634000e-002	  1.7511000e-001	 -5.9954000e-001	 -6.7152000e-001	  3.4449000e-002	  2.1535000e-001	 -2.1476000e-001	  2.0977000e-001	  1.0000000e+000	
